date,close,down_ratio,factor_ma,signal_raw,pos,ret,strat_ret,index_nav,strat_nav
2021-02-01,5667.7869,0.3658812621013426,,0,0,0.009297784224926664,0.0,0.9922276314588672,1.0
2021-02-02,5742.1967,0.3258285229065936,,0,0,0.01312854581741596,0.0,1.005254137379781,1.0
2021-02-03,5706.4827,0.5981326803370033,,0,0,-0.0062195709875283445,-0.0,0.9990018879118409,1.0
2021-02-04,5660.392,0.6188525808424858,,0,0,-0.008076901731429054,-0.0,0.9909330478336649,1.0
2021-02-05,5628.4284,0.6191516040327715,,0,0,-0.0056468880600495375,-0.0,0.9853373598375444,1.0
2021-02-08,5702.5332,0.3305105433734487,,0,0,0.013166161978715119,0.0,0.998310471120845,1.0
2021-02-09,5826.2763,0.1525072843580545,,0,0,0.021699671998402392,0.0,1.019973480896738,1.0
2021-02-10,5918.5922,0.2951139944951498,,0,0,0.015844751475311947,0.0,1.0361347072129556,1.0
2021-02-18,5930.6106,0.3897382252413965,,0,0,0.0020306180243334637,0.0,1.0382387010250598,1.0
2021-02-19,5977.4226,0.3687217236293774,,0,0,0.007893285052301247,0.0,1.0464338150445816,1.0
2021-02-22,5863.7441,0.5489681764488575,,0,0,-0.019017979421431574,-0.0,1.0265327582841737,1.0
2021-02-23,5839.8954,0.5574614055852156,,0,0,-0.0040671454267589,-0.0,1.0223577002709,1.0
2021-02-24,5727.2327,0.7007173812812588,,0,0,-0.01929190375567358,-0.0,1.0026344739134019,1.0
2021-02-25,5729.9131,0.5240452206769698,,0,0,0.0004680096200735395,0.0,1.0031037164926107,1.0
2021-02-26,5617.6694,0.740340776683886,,0,0,-0.0195890754433955,-0.0,0.9834538421126865,1.0
2021-03-01,5723.7588,0.1669857470362125,,0,0,0.01888494897901971,0.0,1.0020263177442055,1.0
2021-03-02,5665.895,0.6227048309590374,,0,0,-0.010109405728277565,-0.0,0.9918964271477173,1.0
2021-03-03,5759.4494,0.2201446402885059,,0,0,0.016511848525255113,0.0,1.0082744707055222,1.0
2021-03-04,5611.5937,0.7444576102463809,,0,0,-0.025671846340033833,-0.0,0.9823902034249912,1.0
2021-03-05,5607.5509,0.4594761704052943,,0,0,-0.0007204370480350386,-0.0,0.9816824531268171,1.0
2021-03-08,5446.469,0.7538754147066011,,0,0,-0.028725891725744357,-0.0,0.953482749269233,1.0
2021-03-09,5317.1495,0.7781917320744414,,0,0,-0.023743731948166702,-0.0,0.9308435104533833,1.0
2021-03-10,5321.8715,0.4964919176096568,,0,0,0.0008880698201170212,0.0,0.9316701644822688,1.0
2021-03-11,5452.2848,0.1117168667384085,,0,0,0.02450515763110772,0.0,0.9545008887231069,1.0
2021-03-12,5469.1625,0.4491774102729375,,0,0,0.003095527951878063,0.0,0.9574555729042418,1.0
2021-03-15,5382.1092,0.6227821619498459,,0,0,-0.015917117108880996,-0.0,0.9422156404237743,1.0
2021-03-16,5430.0354,0.3672063210143484,,0,0,0.00890472456411695,0.0,0.950605811181751,1.0
2021-03-17,5457.8584,0.36843460860402,,0,0,0.005123907663659111,0.0,0.9554766275827841,1.0
2021-03-18,5493.3516,0.3857338780223077,,0,0,0.006503136834770107,0.0,0.9616902228343795,1.0
2021-03-19,5389.634,0.6696463658333673,,0,0,-0.018880568285488897,-0.0,0.943532964912668,1.0
2021-03-22,5456.4008,0.2234056249948719,,0,0,0.012388002599063475,0.0,0.9552214537343082,1.0
2021-03-23,5397.6099,0.6718586432951077,,0,0,-0.010774666699704283,-0.0,0.944929260945914,1.0
2021-03-24,5318.9723,0.6659385732080648,,0,0,-0.014568966905148195,-0.0,0.9311626178154868,1.0
2021-03-25,5318.0582,0.501997805182154,,0,0,-0.0001718565069421807,-0.0,0.9310025914605939,1.0
2021-03-26,5425.7543,0.1583802938076394,,0,0,0.02025101944164498,0.0,0.9498563430404843,1.0
2021-03-29,5436.1515,0.4267512293902017,,0,0,0.0019162681214666133,0.0,0.9516765224706256,1.0
2021-03-30,5463.4299,0.4045385641176117,,0,0,0.005017961695879869,0.0,0.9564519988072514,1.0
2021-03-31,5433.6977,0.5696967128497336,,0,0,-0.005442039258159115,-0.0,0.9512469494811976,1.0
2021-04-01,5487.6981,0.3287500769285181,,0,0,0.009938057466833294,0.0,0.9607004963302916,1.0
2021-04-02,5524.692,0.3634706821732947,0.4725988510823155,0,0,0.006741241833256195,0.0,0.9671768107053834,1.0
2021-04-06,5527.4872,0.364342009138617,0.4741164523098072,0,0,0.0005059467568508946,0.0,0.9676661506760612,1.0
2021-04-07,5509.2748,0.4202675132461516,0.4745151476380105,0,0,-0.0032948787289818204,-0.0,0.9644778080594429,1.0
2021-04-08,5509.0241,0.5427400242167364,0.4750271883811358,0,0,-4.550508172151968e-05,-0.0,0.9644339194179686,1.0
2021-04-09,5457.5934,0.5723035869722843,0.47741620598732687,0,0,-0.009335718825408623,-0.0,0.9554302355205957,1.0
2021-04-12,5365.0545,0.6947126435637755,0.48035965860330926,0,0,-0.01695599016225713,-0.0,0.9392299698463855,1.0
2021-04-13,5350.8719,0.5398732228530749,0.4790667410467867,0,0,-0.0026435146185374014,-0.0,0.9367471016909281,1.0
2021-04-14,5408.4332,0.2473441506224373,0.4796823181463775,0,0,0.010757368345895246,0.0,0.9468240353107672,1.0
2021-04-15,5382.6199,0.5480194680143939,0.4798692456112465,0,0,-0.004772787061509964,-0.0,0.9423050458055093,1.0
2021-04-16,5420.676,0.3300352096672715,0.4749840744291133,0,0,0.007070181567158551,0.0,0.948967313571004,1.0
2021-04-19,5533.776,0.1765169616009709,0.46992715527520035,0,0,0.020864556376363197,0.0,0.968767095584332,1.0
2021-04-20,5526.5316,0.5304388388311483,0.4746787544114745,0,0,-0.0013091241857277058,-0.0,0.9674988591491654,1.0
2021-04-21,5532.139,0.4760642166041919,0.4722187848777104,0,0,0.0010146327580937697,0.0,0.9684805151850765,1.0
2021-04-22,5536.2794,0.411175438063643,0.47331986918860836,0,0,0.0007484266031638764,0.0,0.9692053517672868,1.0
2021-04-23,5560.1726,0.462118366025979,0.4762889109540303,0,0,0.0043157503936668284,0.0,0.9733882001457205,1.0
2021-04-26,5512.8362,0.5612410873301383,0.47733595205665946,0,0,-0.008513476721927704,-0.0,0.9651012823623808,1.0
2021-04-27,5515.4807,0.5007435882291218,0.4775049247352348,0,0,0.0004796986349786536,0.0,0.9655642401301462,1.0
2021-04-28,5548.4915,0.3641313629850891,0.4718894357844093,0,0,0.005985117489396785,0.0,0.9713432555508853,1.0
2021-04-29,5572.6645,0.469516839139147,0.4720249659741597,0,0,0.0043566796488738735,0.0,0.9755750869444147,1.0
2021-04-30,5544.2558,0.4971440564877376,0.4668579600257792,0,0,-0.005097866559165665,-0.0,0.9706017353327256,1.0
2021-05-06,5510.0088,0.4917508904930624,0.46447107896312245,1,0,-0.006177023794609271,-0.0,0.9646063053184863,1.0
2021-05-07,5445.0913,0.5748294938633708,0.4679535494924895,1,1,-0.011781741618996922,-0.0003,0.9532415630651687,0.9997
2021-05-10,5454.5386,0.3477976826456873,0.4683197021548077,1,1,0.001735012230189792,0.001735012230189792,0.954895448835412,1.0014344917265208
2021-05-11,5473.0722,0.4755191010653533,0.4662761425002803,1,1,0.0033978309366073933,0.0033978309366073933,0.9581400221326906,1.0048371968234948
2021-05-12,5511.4702,0.2842547280395111,0.4606995116202307,1,1,0.0070158036650787015,0.0070158036650787015,0.9648621444116277,1.0118869373117765
2021-05-13,5460.0805,0.6177080127293513,0.4606754517651737,1,1,-0.009324136416450135,-0.009324136416450135,0.955865638154065,1.0024519654702575
2021-05-14,5562.1592,0.2560648352645068,0.45943468996335807,1,1,0.01869545696258501,0.01869545696258501,0.9737359830541882,1.0211932630477654
2021-05-17,5611.832,0.3968794701465671,0.4635075597264999,1,1,0.008930488720998886,0.008930488720998886,0.9824319212680843,1.0303130179653734
2021-05-18,5622.2737,0.376127955264504,0.4648577924059891,1,1,0.001860657981208158,0.001860657981208158,0.9842598910633854,1.0322300781053935
2021-05-19,5612.1951,0.4523745278656187,0.46590173078305946,1,1,-0.0017926199501813178,-0.0017926199501813178,0.9824954871465019,1.0303796818742046
2021-05-20,5614.1626,0.5233373036249904,0.46847865711631975,1,1,0.0003505758379640511,0.0003505758379640511,0.9828399263252042,1.0307409080945988
2021-05-21,5582.6059,0.524934704464397,0.468078099249912,1,1,-0.005620909519079453,-0.005620909519079453,0.9773154720275915,1.0249472067125853
2021-05-24,5611.1166,0.4001634039815276,0.46545646588985057,1,1,0.005107059411089798,0.005107059411089798,0.9823066802066137,1.0301816729904971
2021-05-25,5736.1304,0.1959862430169672,0.45704428025211236,1,1,0.02227966533434711,0.02227966533434711,1.0041921442973105,1.0531337758983033
2021-05-26,5744.1603,0.430132955329585,0.45547907582965597,1,1,0.0013998810068891476,0.0013998810068891476,1.0055978938073795,1.0546080378688967
2021-05-27,5776.2073,0.3432952669888183,0.4488616506680715,1,1,0.005579057395038278,0.005579057395038278,1.0112081821732606,1.060491756641436
2021-05-28,5764.9983,0.5074753331864886,0.45453647710390943,1,1,-0.0019405466974843355,-0.0019405466974843355,1.0092458854748751,1.058433822865376
2021-05-31,5809.3676,0.2805046902452193,0.4488331414253458,1,1,0.0076963249061148264,0.0076963249061148264,1.0170133697196493,1.0665798734577692
2021-06-01,5825.5946,0.4121205081258654,0.45203273922263515,1,1,0.0027932472374447848,0.0027932472374447848,1.019854139505063,1.0695590947428193
2021-06-02,5767.1111,0.6585654867023228,0.45060120383023416,1,1,-0.010039061077130262,-0.010039061077130262,1.0096157615088077,1.058821725665096
2021-06-03,5740.7292,0.5342114461830642,0.4518467917598637,1,1,-0.004574543396606345,-0.004574543396606345,1.0049972303938879,1.0539780997317714
2021-06-04,5768.971,0.3960399654020549,0.4458828676047879,1,1,0.004919549244719601,0.004919549244719601,1.0099413637596175,1.0591631968962578
2021-06-07,5780.222,0.39134579312325,0.43943543528893464,1,1,0.0019502611470918474,0.0019502611470918474,1.011911013162199,1.0612288417275941
2021-06-08,5739.3911,0.5618972171191953,0.44052552361409364,1,1,-0.0070638982378185,-0.0070638982378185,1.0047629767394932,1.0537324291825925
2021-06-09,5747.4571,0.4600603982137428,0.44633124913868255,1,1,0.0014053755632719156,0.0014053755632719156,1.0061750460738832,1.055213318988793
2021-06-10,5797.1855,0.343987644317436,0.4445780863727576,1,1,0.00865224378969276,0.00865224378969276,1.0148807178676198,1.0643432818748149
2021-06-11,5755.7328,0.5515868667008811,0.4433914981186081,1,1,-0.007150487076875489,-0.007150487076875489,1.0076238264099373,1.0567327089924097
2021-06-15,5699.5462,0.5937422397913198,0.44716709676489097,1,1,-0.009761849959400437,-0.009761849959400437,0.9977875538010066,1.046417042840035
2021-06-16,5598.9779,0.692182384855263,0.45256289303574504,1,1,-0.017644966190466183,-0.017644966190466183,0.9801816261489199,1.027953049497995
2021-06-17,5643.38,0.2919763703954964,0.45100026790863157,1,1,0.007930393867066288,0.007930393867066288,0.9879548525055424,1.0361051220573658
2021-06-18,5669.4488,0.3348513669916524,0.4454203512612696,1,1,0.004619359320123806,0.004619359320123806,0.9925185709613255,1.0408912639095695
2021-06-21,5690.6488,0.3801596874538117,0.44803291896891856,1,1,0.00373934058633707,0.00373934058633707,0.9962299359364144,1.0447835108586703
2021-06-22,5725.3005,0.403614724557519,0.4435621869899588,1,1,0.006089235378574198,0.006089235378574198,1.0022962145075132,1.0511454435759418
2021-06-23,5760.1769,0.3646997150548284,0.4385415393540715,1,1,0.006091627854293513,0.006091627854293513,1.00840183004606,1.0575486304389428
2021-06-24,5745.7568,0.5746187851202281,0.4397518890197061,1,1,-0.002503412699009333,-0.002503412699009333,1.0058773840990185,1.054901149767682
2021-06-25,5812.0835,0.3172297567685828,0.44239938006905516,1,1,0.011543596833057723,0.011543596833057723,1.0174888270845484,1.067078503339329
2021-06-28,5839.2722,0.3709463056255639,0.44146929800631113,1,1,0.004677961010023379,0.004677961010023379,1.0222486001457842,1.0720702549725845
2021-06-29,5785.4997,0.6132846204634046,0.4449483989454077,1,1,-0.009208767489893743,-0.009208767489893743,1.0128349504701724,1.0621978092617108
2021-06-30,5834.1879,0.3188593903698883,0.440767776904077,1,1,0.00841555656808679,0.00841555656808679,1.0213585202899895,1.0711367950120505
2021-07-01,5801.888,0.6364729418104944,0.44589649131877657,1,1,-0.0055363146600060364,-0.0055363146600060364,1.015703958140986,1.0652066446709534
2021-07-02,5687.291,0.614442343019861,0.45007935233288604,1,1,-0.019751673937862924,-0.019751673937862924,0.9956421047423883,1.0441670303489676
2021-07-05,5720.7393,0.3206711401432502,0.4493515045162966,-1,1,0.0058812358994817515,0.0058812358994817515,1.0014977108318348,1.0503080229729111
2021-07-06,5710.2377,0.4816153040150255,0.4503739676957778,-1,-1,-0.001835706794050318,-0.002435706794050318,0.999659254679835,1.0477497805855105
2021-07-07,5781.4765,0.2876193467361607,0.4461219564044349,-1,-1,0.01247562776589839,-0.01247562776589839,1.012130631433956,1.0346784443311239
2021-07-08,5748.9753,0.4806522715596695,0.4445944344808913,1,-1,-0.0056216089436668115,0.0056216089436668115,1.0064408288241278,1.040495001927595
2021-07-09,5752.113,0.4048249393357764,0.43976297274375803,1,1,0.0005457842200158325,-0.0011457842200158323,1.0069901283468796,1.0393028191733809
2021-07-12,5839.8959,0.2683851708152545,0.43523817187646097,1,1,0.015260983224773206,0.015260983224773206,1.0223577878030936,1.0551636020622452
2021-07-13,5861.0727,0.4082473163869163,0.43791989130586895,1,1,0.0036262290223356697,0.0036262290223356697,1.026065091284436,1.0589898669393556
2021-07-14,5798.9801,0.6220721167125943,0.43915410211750566,1,1,-0.010594067533064355,-0.010594067533064355,1.015194888414049,1.0477708567721693
2021-07-15,5845.1459,0.3865362947210139,0.44009578686840134,1,1,0.007961020593949097,0.007961020593949097,1.023276875827585,1.0561121821406723
2021-07-16,5795.5313,0.5025571503777517,0.445529790014681,-1,1,-0.008488171355996554,-0.008488171355996554,1.0145911263609315,1.0471477209675069
2021-07-19,5798.3069,0.5136161199225627,0.4452494113662046,1,-1,0.0004789207160351694,-0.00012107928396483056,1.0150770350696512,1.0470209330712466
2021-07-20,5805.9297,0.4093117825473106,0.4441368707985899,-1,1,0.0013146596293480695,-0.0019146596293480693,1.0164115158683356,1.0450162443596127
2021-07-21,5875.6775,0.2597080032951681,0.4416124135524487,-1,-1,0.01201320091767566,0.01141320091767566,1.0286218716235012,1.0569432247187238
2021-07-22,5898.5265,0.3613238126162965,0.439932504328954,-1,-1,0.003888743042823606,-0.003888743042823606,1.0326219177704732,1.0528330441069393
2021-07-23,5833.6449,0.5557948037895845,0.4398417329366114,1,-1,-0.010999628466533129,0.010999628466533129,1.021263460328599,1.0644138164294046
2021-07-26,5694.9198,0.6524416816754922,0.4423700344940509,-1,1,-0.02378017558113632,0.02318017558113632,0.9969776359273861,1.0890871155852255
2021-07-27,5517.6481,0.7214418117772823,0.4483252086405874,-1,-1,-0.031128041522200056,-0.03172804152220006,0.9659436746795336,1.0545325143606443
2021-07-28,5481.8945,0.6139826198233596,0.450732971651991,-1,-1,-0.006479862316699725,0.006479862316699725,0.9596844926619232,1.0613657398621845
2021-07-29,5618.9424,0.1188078451544888,0.4444273681297702,1,-1,0.02500009805004444,-0.02500009805004444,0.9836766990755784,1.0348314922986719
2021-07-30,5607.7476,0.3990215356914257,0.44288187888307623,1,1,-0.0019923322225193774,0.0013923322225193775,0.9817168882914686,1.0362723215302772
2021-08-02,5727.72,0.2733944791300695,0.4378579619708545,1,1,0.02139404419699642,0.02139404419699642,1.0027197827885141,1.05844237737722
2021-08-03,5699.8084,0.5879686660512246,0.44186081169428015,1,1,-0.00487307340442622,-0.00487307340442622,0.9978334556829154,1.0532845099779053
2021-08-04,5780.6158,0.2237044910283998,0.4376639015269976,1,1,0.014177213395453636,0.014177213395453636,1.011979953517255,1.0682171492419879
2021-08-05,5748.7541,0.5451055022370145,0.4420114144302893,1,1,-0.005511817616386083,-0.005511817616386083,1.0064021045820288,1.06232933114067
2021-08-06,5738.1969,0.4284052203684117,0.43885636789094035,1,1,-0.0018364326976518797,-0.0018364326976518797,1.0045539148501887,1.0603784348212888
2021-08-09,5785.8298,0.4230971719133695,0.4416402401684214,-1,1,0.008301022225291721,0.008301022225291721,1.012892739223864,1.0691806597759603
2021-08-10,5837.2584,0.377667377910216,0.4413200386311489,-1,-1,0.00888871636009747,0.00828871636009747,1.021896055486027,1.0780427950025453
2021-08-11,5841.8049,0.3960522860194183,0.44165211081039746,-1,-1,0.0007788759188731564,-0.0007788759188731564,1.0226919857152366,1.0772031334300032
2021-08-12,5824.1754,0.4535346222508617,0.4416714457168182,-1,-1,-0.003017817318753613,0.003017817318753613,1.0196056881289945,1.0804539357018839
2021-08-13,5804.7324,0.4999707682651961,0.4412820034608215,1,-1,-0.00333832665822531,0.00333832665822531,1.0162019112794354,1.0840608438784218
2021-08-16,5779.8252,0.5415468380363962,0.4415588723536883,1,1,-0.00429084379496969,0.00369084379496969,1.0118415476139857,1.08806194311742
2021-08-17,5646.55,0.7663760719122987,0.44766241681920105,-1,1,-0.023058690425447503,-0.023058690425447503,0.9885098066079491,1.0629726596073645
2021-08-18,5703.6281,0.3522911502471065,0.45026749860637005,-1,-1,0.010108491025493382,0.009508491025493383,0.9985021491166577,1.0730799256015862
2021-08-19,5694.725,0.4623415054453813,0.4508043077749667,-1,-1,-0.0015609538076298834,0.0015609538076298834,0.9969435333850675,1.074754953797345
2021-08-20,5626.2403,0.541345855114019,0.45410515091038667,-1,-1,-0.012025988963470624,0.012025988963470624,0.9849543014553752,1.0876799450101473
2021-08-23,5730.8049,0.193756895701746,0.44887651028564096,-1,-1,0.018585164234808715,-0.018585164234808715,1.0032598389117047,1.067465234597226
2021-08-24,5786.1531,0.3425561300728427,0.4499107009494347,-1,-1,0.00965801505474384,-0.00965801505474384,1.0129493375397338,1.0571556392910704
2021-08-25,5816.8131,0.3946241902112538,0.44961909565085784,1,-1,0.005298857370365839,-0.005298857370365839,1.0183168116027634,1.051553922340189
2021-08-26,5733.4157,0.59332804801751,0.44853180500611095,-1,1,-0.01433730095264718,0.01373730095264718,1.0037168970096746,1.0659994350393127
2021-08-27,5757.1462,0.3903223399903686,0.4461336532362327,-1,-1,0.00413898123591494,0.0035389812359149404,1.0078712624125683,1.069771987037413
2021-08-30,5762.8429,0.4015880234969978,0.4462261208711484,-1,-1,0.0009895006661460037,-0.0009895006661460037,1.0088685516981148,1.068713446943615
2021-08-31,5759.2564,0.4455139270748992,0.44712892310367597,-1,-1,-0.0006223490839910584,0.0006223490839910584,1.0082406832790982,1.0693785597783692
2021-09-01,5761.8693,0.535896289349735,0.4466955743075182,-1,-1,0.0004536870419591388,-0.0004536870419591388,1.008698109012278,1.0688933965828489
2021-09-02,5798.4843,0.2921183585211525,0.44389654031264175,-1,-1,0.006354708531830067,-0.006354708531830067,1.015108091491659,1.062100890595967
2021-09-03,5767.876,0.557642124023647,0.44745744830774525,-1,-1,-0.005278672566208398,0.005278672566208398,1.009749668257366,1.0677073734297013
2021-09-06,5861.8134,0.3080642764955056,0.44339873847098904,-1,-1,0.016286307125881416,-0.016286307125881416,1.0261947614748623,1.0503183632254571
2021-09-07,5943.952,0.2260906777554604,0.437271212437058,1,-1,0.014012489718625343,-0.014012489718625343,1.0405743050193361,1.035600787959477
2021-09-08,5943.7554,0.4225813048796936,0.43277786110413186,1,1,-3.307563721921536e-05,-0.0005669243627807846,1.0405398873611236,1.0350136806426677
2021-09-09,5954.4153,0.428013216972678,0.43504514188041815,1,1,0.0017934620930060152,0.0017934620930060152,1.0424060562053665,1.036869938444643
2021-09-10,5980.3584,0.446719342408312,0.43690960813736257,1,1,0.004356951722866986,0.004356951722866986,1.0469477690678775,1.0413875307093383
2021-09-13,5981.7623,0.4011391732392528,0.4372592662337865,1,1,0.0002347518168810403,0.0002347518168810403,1.0471935419588456,1.0416319983242497
2021-09-14,5920.5741,0.6023085959528683,0.44057083075704234,1,1,-0.01022912595507186,-0.01022912595507186,1.0364816673188109,1.0309770134145577
2021-09-15,5910.0093,0.4398550542005419,0.4418234197428043,1,1,-0.0017844215479035919,-0.0017844215479035919,1.03463214709764,1.0291373158164274
2021-09-16,5807.1013,0.7186410580586641,0.44422379095844483,1,1,-0.017412493750221247,-0.017412493750221247,1.0166166213025245,1.0112174687366544
2021-09-17,5827.8096,0.4994606679583795,0.44726097281160815,1,1,0.003566030439317247,0.003566030439317247,1.0202419071192053,1.0148235010109388
2021-09-22,5824.6654,0.4132247627555469,0.4479656137637746,1,1,-0.00053951659642415,-0.00053951659642415,1.019691469677947,1.014275986889702
2021-09-23,5854.0768,0.4340835449729254,0.4449789291722665,1,1,0.005049457433211613,0.005049457433211613,1.0248403583490948,1.0193975303110303
2021-09-24,5807.9642,0.6410101423342806,0.4503481083716731,-1,1,-0.007877006328307679,-0.007877006328307679,1.016767684360874,1.0113677295137091
2021-09-27,5743.7954,0.6625221996809305,0.45078226266951366,-1,-1,-0.011048415208895435,-0.011648415208895434,1.0055340128130679,0.9995868982714555
2021-09-28,5752.7466,0.4550536917126471,0.4481257851477268,-1,-1,0.0015584120562512904,-0.0015584120562512904,1.0071010491416066,0.9980291299979185
2021-09-29,5639.4675,0.7890080756731008,0.4559314007398909,-1,-1,-0.01969130710537481,0.01969130710537481,0.987269913096814,1.0176816280968175
2021-09-30,5723.4586,0.1957029321508825,0.45116619454215523,-1,-1,0.014893445170133468,-0.014893445170133468,1.0019737634156438,1.0025248425681055
2021-10-08,5769.2936,0.4288593484871952,0.4535201945713391,-1,-1,0.008008269685046754,-0.008008269685046754,1.0099978395304174,0.994496353262861
2021-10-11,5757.8935,0.5197955534694642,0.45417258260316906,-1,-1,-0.0019759958134215605,0.0019759958134215605,1.0080020880279406,0.9964614738933715
2021-10-12,5668.4526,0.7275256422058036,0.45955092765100286,-1,-1,-0.015533614854112976,0.015533614854112976,0.9923441718203728,1.011940122645793
2021-10-13,5723.2498,0.363278858194483,0.46113248910732335,-1,-1,0.009667047405494733,-0.009667047405494733,1.0019372099719268,1.002157649508654
2021-10-14,5725.2119,0.4078381555795859,0.4611256697605345,-1,-1,0.00034282969791066265,-0.00034282969791066265,1.0022807038029469,1.001814080104414
2021-10-15,5740.9879,0.4492607873487155,0.45824548093780315,-1,-1,0.002755531197019989,-0.002755531197019989,1.005042519550447,0.9990535501530724
2021-10-18,5736.7267,0.3334809408877032,0.4573612250405813,-1,-1,-0.0007422415922527792,0.0007422415922527792,1.0042965351904543,0.9997950892508837
2021-10-19,5785.588,0.3330022603700729,0.45453531020712,-1,-1,0.008517278677403262,-0.008517278677403262,1.012850408655422,0.9912795558554346
2021-10-20,5779.1086,0.430185833989023,0.45314480544156105,-1,-1,-0.0011199207409861023,0.0011199207409861023,1.0117160964752525,0.9923897103901527
2021-10-21,5782.9815,0.4903974125807148,0.4544962326087844,-1,-1,0.0006701552554315704,-0.0006701552554315704,1.01239410333431,0.9917246552102985
2021-10-22,5775.4387,0.5674222691297717,0.45962480370602776,-1,-1,-0.0013043098962014499,0.0013043098962014499,1.0110736276864751,0.9930181714923961
2021-10-25,5820.1621,0.284285241807302,0.4583408275258779,-1,-1,0.007743723433511596,-0.007743723433511596,1.0189031022301964,0.9853285134079076
2021-10-26,5801.9828,0.5086431405790139,0.45755496647236843,-1,-1,-0.0031235040687268567,0.0031235040687268567,1.015720554244742,0.9884061910285696
2021-10-27,5739.8094,0.5772861005299627,0.45630237345327623,-1,-1,-0.010715888368369453,0.010715888368369453,1.004836206171997,0.998997841434237
2021-10-28,5668.0683,0.6942822774726266,0.45584971454819867,-1,-1,-0.012498864509333685,0.012498864509333685,0.9922768945769804,1.0114841800994405
2021-10-29,5740.294,0.2890657292951457,0.45043443303939507,-1,-1,0.012742559929985298,-0.012742559929985298,1.0049210423732673,0.9985952823162914
2021-11-01,5752.862,0.3941904343270443,0.45502414285893766,-1,-1,0.00218943489654011,-0.00218943489654011,1.0071212515717067,0.9964089229576677
2021-11-02,5694.3365,0.6178516941014502,0.4586713121657714,-1,-1,-0.010173284184463283,0.010173284184463283,0.9968755208712554,1.006545674094851
2021-11-03,5688.0806,0.4565665570883122,0.46172418013174205,-1,-1,-0.001098617898678822,0.001098617898678822,0.9957803355812714,1.0076514831882493
2021-11-04,5749.6737,0.2679588336205498,0.4563906829245642,-1,-1,0.010828450637636822,-0.010828450637636822,1.0065630937910426,0.9967401788426038
2021-11-05,5702.4807,0.6051606638943147,0.46274828580566285,-1,-1,-0.008207944043850723,0.008207944043850723,0.9983012802406004,1.0049213664568017
2021-11-08,5724.7185,0.3807525061842519,0.46000906920478346,-1,-1,0.0038996712430785507,-0.0038996712430785507,1.0021943270350833,1.001002503502475
2021-11-09,5755.4128,0.3207568376662197,0.45821492949308024,1,-1,0.005361713418747138,-0.005361713418747138,1.0075678058065396,0.9956354149472463
2021-11-10,5736.3645,0.4931412259038356,0.4593823303929213,1,1,-0.0033096322821536406,0.0027096322821536407,1.0042331268699836,0.9983332208088427
2021-11-11,5806.4874,0.3224945197258818,0.45846278275651575,1,1,0.01222427549713756,0.01222427549713756,1.0165091492761942,1.0105371211379546
2021-11-12,5821.3364,0.3909132032464387,0.45837713137696606,-1,1,0.002557312016211455,0.002557312016211455,1.019108680338227,1.0131213798606684
2021-11-15,5806.094,0.4990134759668671,0.45913511227223286,-1,-1,-0.0026183678373233876,-0.0032183678373233875,1.0164402789468923,1.00986078259642
2021-11-16,5781.8573,0.6018224173392416,0.4608326397568003,-1,-1,-0.004174355427245979,0.004174355427245979,1.012197295951999,1.0140763004350144
