date,open,close,9M_minus_1M,factor_ma,factor_prev,signal_raw,pos,pos_prev,turnover_units,cost,strat_ret,index_ret,index_nav,strat_nav,ret_cc
2022-05-27,4817.2549,4795.2924,1.5199999999999996,1.3860000000000015,,0,0,0,0,0.0,0.0,0.0006541312277767997,1.0253259525199758,1.0,0.0006541312277767997
2022-05-30,4815.5912,4834.6686,1.490000000000002,1.3320000000000014,,0,0,0,0,0.0,0.0,0.008211428358362305,1.0337453431230632,1.0,0.008211428358362305
2022-05-31,4836.5106,4901.9946,1.0599999999999987,1.374000000000001,,0,0,0,0,0.0,0.0,0.0139256701069439,1.0481409397459844,1.0,0.0139256701069439
2022-06-01,4892.1721,4904.7429,1.2899999999999991,1.3780000000000001,,0,0,0,0,0.0,0.0,0.0005606493324166184,1.0487285792641317,1.0,0.0005606493324166184
2022-06-02,4884.4175,4931.2084,1.8000000000000007,1.432,,0,0,0,0,0.0,0.0,0.005395899548577887,1.0543874133315636,1.0,0.005395899548577887
2022-06-06,4933.515,5027.5473,1.9200000000000017,1.5120000000000005,,0,0,0,0,0.0,0.0,0.019536570387088004,1.0749865272473753,1.0,0.019536570387088004
2022-06-07,5028.5585,5031.3423,1.2699999999999996,1.468,,0,0,0,0,0.0,0.0,0.000754841232423642,1.0757979714024415,1.0,0.000754841232423642
2022-06-08,5035.1875,5061.6596,0.7300000000000004,1.4020000000000004,,0,0,0,0,0.0,0.0,0.006025688214455149,1.082280394559856,1.0,0.006025688214455149
2022-06-09,5051.5636,4994.0739,1.4899999999999984,1.4420000000000002,0.10399999999999991,-1,0,0,0,0.0,-0.0,-0.01335247830573194,1.0678292690707765,1.0,-0.01335247830573194
2022-06-10,4959.2925,5079.6942,1.3999999999999986,1.3619999999999997,-0.07999999999999971,-1,-1,0,1,0.0003,-0.0003,0.01714437986189976,1.0861365396873806,0.9997,0.01714437986189976
2022-06-13,5035.7823,5058.0435,1.4600000000000009,1.2699999999999996,0.21199999999999974,-1,-1,-1,0,0.0,0.0042622053902379164,-0.0042622053902379164,1.0815072026733907,1.003960926728621,-0.0042622053902379164
2022-06-14,5004.7918,5084.0897,1.3200000000000003,1.2799999999999998,0.45799999999999985,-1,-1,-1,0,0.0,-0.005149461446901427,0.005149461446901427,1.0870763823181036,0.9987910686422364,0.005149461446901427
2022-06-15,5089.5026,5111.9643,-0.120000000000001,1.1099999999999994,0.5780000000000001,-1,-1,-1,0,0.0,-0.005482712077247376,0.005482712077247376,1.0930365091283294,0.9933149847875449,0.005482712077247376
2022-06-16,5113.8554,5107.8,0.39000000000000057,0.8899999999999999,0.7280000000000001,-1,-1,-1,0,0.0,0.0008146183649990757,-0.0008146183649990757,1.092146101514379,0.9941241574163816,-0.0008146183649990757
2022-06-17,5072.7218,5165.7858,-0.05999999999999872,0.5980000000000004,0.7939999999999998,1,-1,-1,0,0.0,-0.011352402208387069,0.011352402208387069,1.1045445833290921,0.9828384601363169,0.011352402208387069
2022-06-20,5179.3991,5200.6789,0.4299999999999997,0.3920000000000002,0.8339999999999996,1,1,-1,2,0.0006,-0.007354654829087325,0.006754654829087325,1.1120054007328182,0.9756100225092625,0.006754654829087325
2022-06-21,5198.4496,5177.676,1.5599999999999987,0.43999999999999984,1.114,1,1,1,0,0.0,-0.0044230571512499095,-0.0044230571512499095,1.1070869372928784,0.9712948436223718,-0.0044230571512499095
2022-06-22,5182.5904,5111.0577,1.7299999999999969,0.8099999999999994,1.0980000000000003,1,1,1,0,0.0,-0.012866448190269164,-0.012866448190269164,1.0928426605720758,0.958797728839429,-0.012866448190269164
2022-06-23,5117.2124,5208.3683,1.9200000000000017,1.1159999999999997,1.1300000000000012,1,1,1,0,0.0,0.019039229394729684,0.019039229394729684,1.1136495426790542,0.9770524987419488,0.019039229394729684
2022-06-24,5220.5797,5269.8087,2.039999999999999,1.5359999999999991,1.2800000000000011,-1,1,1,0,0.0,0.011796477603167821,0.011796477603167821,1.1267866845670458,0.9885782766604774,0.011796477603167821
2022-06-27,5294.5285,5322.6636,1.7300000000000004,1.7959999999999994,1.3860000000000015,-1,-1,1,2,0.0006,0.009429756867645068,0.010029756867645068,1.1380880810549532,0.9979003294540213,0.010029756867645068
2022-06-28,5321.7087,5386.1106,1.6000000000000014,1.8039999999999998,1.3320000000000014,-1,-1,-1,0,0.0,-0.011920159673438624,0.011920159673438624,1.1516542727035657,0.9860051981887523,0.011920159673438624
2022-06-29,5368.6836,5281.5284,1.6699999999999982,1.7920000000000003,1.374000000000001,-1,-1,-1,0,0.0,0.01941701679872665,-0.01941701679872665,1.1292925823441553,1.005150477685615,-0.01941701679872665
2022-06-30,5282.5564,5350.8294,0.9100000000000001,1.5899999999999999,1.3780000000000001,-1,-1,-1,0,0.0,-0.013121391148819717,0.013121391148819717,1.1441104720385538,0.9919615051044791,0.013121391148819717
2022-07-01,5353.5119,5336.141,0.9400000000000013,1.3700000000000003,1.432,1,-1,-1,0,0.0,0.002745069764324759,-0.002745069764324759,1.1409698089747133,0.9946845086395155,-0.002745069764324759
2022-07-04,5322.9976,5381.5624,1.1499999999999986,1.254,1.5120000000000005,1,1,-1,2,0.0006,-0.009112031447444945,0.008512031447444945,1.1506817798692914,0.9856209121165059,0.008512031447444945
2022-07-05,5389.8842,5364.211,0.9699999999999989,1.1279999999999994,1.468,1,1,1,0,0.0,-0.0032242309408136993,-0.0032242309408136993,1.1469717160716062,0.9824430426757469,-0.0032242309408136993
2022-07-06,5346.7979,5293.9007,1.0899999999999999,1.0119999999999998,1.4020000000000004,1,1,1,0,0.0,-0.013107295742095126,-0.013107295742095126,1.1319380185812373,0.9695658711656321,-0.013107295742095126
2022-07-07,5293.8198,5329.0879,0.8999999999999986,1.0099999999999993,1.4420000000000002,1,1,1,0,0.0,0.006646743487273898,0.006646743487273898,1.1394617202342399,0.9760103268052853,0.006646743487273898
2022-07-08,5352.4822,5308.5241,1.4299999999999997,1.1079999999999992,1.3619999999999997,1,1,1,0,0.0,-0.003858784164547324,-0.003858784164547324,1.1350647833920922,0.9722441136117744,-0.003858784164547324
2022-07-11,5286.862,5231.2867,1.4899999999999984,1.175999999999999,1.2699999999999996,1,1,1,0,0.0,-0.01454969376516535,-0.01454969376516535,1.1185499383901134,0.9580982594937385,-0.01454969376516535
2022-07-12,5229.4913,5167.8063,1.7800000000000011,1.3379999999999996,1.2799999999999998,-1,1,1,0,0.0,-0.012134758356868391,-0.012134758356868391,1.1049766051776593,0.9464719686326458,-0.012134758356868391
2022-07-13,5167.4691,5194.8741,1.7600000000000016,1.472,1.1099999999999994,-1,-1,1,2,0.0006,0.0046377737145450355,0.005237773714545035,1.110764222595446,0.9508614914503241,0.005237773714545035
2022-07-14,5183.8674,5215.7321,1.8900000000000006,1.6700000000000004,0.8899999999999999,-1,-1,-1,0,0.0,-0.0040151117425542004,0.0040151117425542004,1.115224065068798,0.9470436763104593,0.0040151117425542004
2022-07-15,5191.4781,5133.3152,1.4199999999999982,1.668,0.5980000000000004,-1,-1,-1,0,0.0,0.01580159763190292,-0.01580159763190292,1.0976017431231657,0.9620084794233551,-0.01580159763190292
2022-07-18,5147.473,5210.4169,1.870000000000001,1.7440000000000004,0.3920000000000002,-1,-1,-1,0,0.0,-0.015019864745496214,0.015019864745496214,1.1140875728492965,0.9475592421783958,0.015019864745496214
