date,open,close,total_mv,small_amount,small_full_ratio,factor_ma,z,signal_raw,pos,pos_prev,turnover_units,cost,strat_ret,index_ret,index_nav,strat_nav
2021-01-20,5758.2248,5804.3862,83624742456088.98,105042272.15,1.2561147462445971e-06,,,0,0,0,0,0.0,0.0,0.008479192422453874,1.0161413039891345,1.0
2021-01-21,5815.8734,5884.7249,84643878575776.98,121606933.33,1.4366890479992836e-06,,,0,0,0,0,0.0,0.0,0.013841032838235456,1.0302057491459355,1.0
2021-01-22,5879.5395,5885.3459,84472624451066.0,125133465.43,1.481349327585866e-06,,,0,0,0,0,0.0,0.0,0.00010552744785052859,1.0303144641294038,1.0
2021-01-25,5877.8532,5902.0349,84795543555428.98,132103634.64,1.5579077519993341e-06,,,0,0,0,0,0.0,0.0,0.002835687193848635,1.0332361136609725,1.0
2021-01-26,5876.8583,5791.2593,83416857823402.03,114917950.19999999,1.3776346076627277e-06,,,0,0,0,0,0.0,-0.0,-0.01876905200950263,1.0138432513055733,1.0
2021-01-27,5784.9605,5805.7559,83616216139226.03,105493644.21000001,1.2616409720615286e-06,,,0,0,0,0,0.0,0.0,0.0025031861377715625,1.0163810896781147,1.0
2021-01-28,5730.2162,5665.264,81772778487787.02,105949289.83,1.2956547617594259e-06,,,0,0,0,0,0.0,-0.0,-0.024198726646430302,0.991785961520393,1.0
2021-01-29,5700.2831,5615.5745,81211286545046.03,109849826.17999999,1.3526423586340898e-06,1.4655253657377945e-06,,0,0,0,0,0.0,-0.0,-0.008770906351407537,0.983087099731257,1.0
2021-02-01,5611.9708,5667.7869,81923855946135.02,100805613.64,1.2304793576400963e-06,1.4489547534720139e-06,,0,0,0,0,0.0,0.0,0.009297784224926664,0.9922276314588672,1.0
2021-02-02,5677.2864,5742.1967,82854855191508.98,104593377.48,1.2623687198323508e-06,1.4279776256289916e-06,,0,0,0,0,0.0,0.0,0.01312854581741596,1.005254137379781,1.0
2021-02-03,5740.9665,5706.4827,82349379457582.0,109298169.6,1.3272494622293937e-06,1.4154103065481196e-06,,0,0,0,0,0.0,-0.0,-0.0062195709875283445,0.9990018879118409,1.0
2021-02-04,5679.0094,5660.392,81780819562608.0,108638873.86000001,1.3284150787560965e-06,1.3997252358333496e-06,,0,0,0,0,0.0,-0.0,-0.008076901731429054,0.9909330478336649,1.0
2021-02-05,5677.5773,5628.4284,81546771428624.98,101755411.83999999,1.2478165604516044e-06,1.385891875385318e-06,,0,0,0,0,0.0,-0.0,-0.0056468880600495375,0.9853373598375444,1.0
2021-02-08,5645.1773,5702.5332,82470286604544.98,93070433.02000001,1.1285329159371547e-06,1.3614560446461534e-06,,0,0,0,0,0.0,0.0,0.013166161978715119,0.998310471120845,1.0
2021-02-09,5718.7636,5826.2763,84090286762883.02,95532917.18,1.1360755309276423e-06,1.3471417082025763e-06,,0,0,0,0,0.0,0.0,0.021699671998402392,1.019973480896738,1.0
2021-02-10,5845.1461,5918.5922,85443577123036.0,96649488.31,1.1311498367025044e-06,1.3230206337977505e-06,,0,0,0,0,0.0,0.0,0.015844751475311947,1.0361347072129556,1.0
2021-02-18,6028.9691,5930.6106,85628038314144.03,118868604.28999999,1.3881972147242953e-06,1.3176435344899408e-06,,0,0,0,0,0.0,0.0,0.0020306180243334637,1.0382387010250598,1.0
2021-02-19,5904.8633,5977.4226,86216511794350.0,116623528.57,1.352682057564322e-06,1.3157335481574462e-06,,0,0,0,0,0.0,0.0,0.007893285052301247,1.0464338150445816,1.0
2021-02-22,5991.0688,5863.7441,84882817597344.03,144468774.09,1.701979012705634e-06,1.3340451657276224e-06,,0,0,0,0,0.0,-0.0,-0.019017979421431574,1.0265327582841737,1.0
2021-02-23,5815.8045,5839.8954,84577854153443.03,117603118.42999999,1.3904717683738085e-06,1.3322525544895878e-06,,0,0,0,0,0.0,-0.0,-0.0040671454267589,1.0223577002709,1.0
2021-02-24,5846.7715,5727.2327,82913904396551.02,121148778.18,1.4611394682438747e-06,1.3425037905895517e-06,,0,0,0,0,0.0,-0.0,-0.01929190375567358,1.0026344739134019,1.0
2021-02-25,5780.9282,5729.9131,83173197556259.02,107447295.72,1.2918500054939188e-06,1.3352618384642833e-06,,0,0,0,0,0.0,0.0,0.0004680096200735395,1.0031037164926107,1.0
2021-02-26,5609.8639,5617.6694,81508590046158.0,105230405.87,1.2910345499831175e-06,1.325746099584146e-06,,0,0,0,0,0.0,-0.0,-0.0195890754433955,0.9834538421126865,1.0
2021-03-01,5664.7134,5723.7588,82805220592798.0,104259266.52,1.2590904990484135e-06,1.3108052369365999e-06,,0,0,0,0,0.0,0.0,0.01888494897901971,1.0020263177442055,1.0
2021-03-02,5753.7445,5665.895,81946365148760.98,109597698.53,1.3374320914788874e-06,1.3087951111274078e-06,,0,0,0,0,0.0,-0.0,-0.010109405728277565,0.9918964271477173,1.0
2021-03-03,5648.0934,5759.4494,83436724624195.02,102291347.74000001,1.2259751110884034e-06,1.3070118180787516e-06,,0,0,0,0,0.0,0.0,0.016511848525255113,1.0082744707055222,1.0
2021-03-04,5706.6237,5611.5937,81541257592752.98,114406075.09,1.403045261594885e-06,1.3123813430705245e-06,-0.8914324306225547,0,0,0,0,0.0,-0.0,-0.025671846340033833,0.9823902034249912,1.0
2021-03-05,5532.7077,5607.5509,81558009508932.98,104236401.71,1.2780645621149331e-06,1.3086524532445669e-06,-0.9207808827640981,0,0,0,0,0.0,-0.0,-0.0007204370480350386,0.9816824531268171,1.0
2021-03-08,5645.4243,5446.469,79451191356368.0,115950657.85000001,1.4593948293351372e-06,1.320098226829319e-06,-0.5920817809859389,0,0,0,0,0.0,-0.0,-0.028725891725744357,0.953482749269233,1.0
2021-03-09,5431.406,5317.1495,77741464988807.03,118467213.49,1.5238613461562182e-06,1.3331728581455122e-06,-0.12056333721164739,0,0,0,0,0.0,-0.0,-0.023743731948166702,0.9308435104533833,1.0
2021-03-10,5387.0972,5321.8715,77737570124652.03,91454506.49000001,1.1764518281617613e-06,1.3256329764421305e-06,-0.2738579337347551,0,0,0,0,0.0,0.0,0.0008880698201170212,0.9316701644822688,1.0
2021-03-11,5337.3838,5452.2848,79569605673243.02,95610107.87,1.2015908217847427e-06,1.319291763593563e-06,-0.47181643216625146,0,0,0,0,0.0,0.0,0.02450515763110772,0.9545008887231069,1.0
2021-03-12,5472.9631,5469.1625,79833174153764.0,98224029.91,1.2303660846656803e-06,1.3184192398042666e-06,-0.46845032442912427,0,0,0,0,0.0,0.0,0.003095527951878063,0.9574555729042418,1.0
2021-03-15,5441.9671,5382.1092,78751560961194.03,97199613.1,1.234256336174676e-06,1.3237054108161426e-06,0.05733882445995064,0,0,0,0,0.0,-0.0,-0.015917117108880996,0.9422156404237743,1.0
2021-03-16,5395.9047,5430.0354,79466641634816.98,90485433.22,1.138659333759429e-06,1.3238346009577322e-06,0.19935354435238034,0,0,0,0,0.0,0.0,0.00890472456411695,0.950605811181751,1.0
2021-03-17,5414.8452,5457.8584,79673801433127.02,88137844.42999999,1.1062337034837874e-06,1.3225887942967962e-06,0.07319131333456362,0,0,0,0,0.0,0.0,0.005123907663659111,0.9554766275827841,1.0
