date,open,close,total_mv,big_amount,inst_full_ratio,factor,trend,signal_raw,pos,pos_prev,turnover_units,cost,strat_ret,index_ret,index_nav,strat_nav
2024-03-29,4272.8086,4310.6697,86014227489892.0,14201149.31,1.6510232928231385e-07,1.6510232928231385e-07,-6.961401804438153e-08,-1,-1,-1,0,0.0,-0.008197571346377996,0.008197571346377996,0.754644742630057,1.0728737052618171
2024-04-01,4327.1274,4392.6331,87293517095620.98,17195101.060000002,1.9698027565053374e-07,1.9698027565053374e-07,-3.851339028554064e-08,-1,-1,-1,0,0.0,-0.019014075701508704,0.019014075701508704,0.7689936148941704,1.0524740034118107
2024-04-02,4389.9193,4374.7777,87191142148515.97,15429547.35,1.7696232633033145e-07,1.7696232633033145e-07,-5.171477077654e-08,-1,-1,-1,0,0.0,0.004064851216460608,-0.004064851216460608,0.7658677702632174,1.0567521536448723
2024-04-03,4368.6548,4353.7389,86915845192528.98,14953294.559999999,1.7204336593490708e-07,1.7204336593490708e-07,-1.2451744357799034e-08,-1,-1,-1,0,0.0,0.004809112929326509,-0.004809112929326509,0.7621846256670901,1.0618341940900595
2024-04-08,4338.3521,4293.4209,86092367903568.98,14912765.59,1.732182068299435e-07,1.732182068299435e-07,-2.66908627631407e-08,-1,-1,-1,0,0.0,0.01385429888779044,-0.01385429888779044,0.7516250920554196,1.0765451623842592
2024-04-09,4288.8437,4315.4672,86267129873868.98,11401818.09,1.321687426795186e-07,1.321687426795186e-07,-4.667111814940651e-08,-1,-1,-1,0,0.0,-0.005134903032684157,0.005134903032684157,0.7554846140200565,1.0710172073651107
2024-04-10,4308.5427,4258.492,85451344323642.0,12089769.96,1.414813313434918e-07,1.414813313434918e-07,-7.732723864464398e-08,-1,-1,-1,0,0.0,0.013202556608471028,-0.013202556608471028,0.7455102856366278,1.0851573726739951
2024-04-11,4232.2035,4265.3795,85534068271052.0,11476067.399999999,1.3416954942015706e-07,1.3416954942015706e-07,-1.1152435303256383e-07,-1,-1,-1,0,0.0,-0.0016173565665966727,0.0016173565665966727,0.7467160415925675,1.08340228627151
2024-04-12,4266.645,4235.3772,84988283413299.02,12095054.93,1.4231438080919468e-07,1.4231438080919468e-07,-8.187753361278875e-08,-1,-1,-1,0,0.0,0.0070339110505877045,-0.0070339110505877045,0.7414637073759585,1.0910228415851473
2024-04-15,4225.8768,4249.4064,85764631479206.0,14624703.45,1.705213815737764e-07,1.705213815737764e-07,-3.841466521917644e-08,-1,-1,-1,0,0.0,-0.003312385022047115,0.003312385022047115,0.743919720654662,1.0874089538659693
2024-04-16,4223.5264,4126.4473,83939952630718.98,13007607.700000001,1.5496324804023879e-07,1.5496324804023879e-07,-5.115946151269673e-08,-1,-1,-1,0,0.0,0.028935594392666242,-0.028935594392666242,0.7223939613570932,1.1188737782939886
2024-04-17,4138.9775,4251.5115,86070618881380.98,13779185.299999999,1.6009162567995368e-07,1.6009162567995368e-07,-8.498618931799119e-08,-1,-1,-1,0,0.0,-0.030307960070155238,0.030307960070155238,0.7442882486928253,1.0849629964979106
