date,open,close,intercept_future,beta_tau,n_contracts,z,signal_raw,pos,pos_prev,turnover_units,cost,strat_ret,index_ret,index_nav,strat_nav,ret_cc
2022-01-27,5566.4717,5433.2418,0.006809640982317743,-0.022325054446590064,4,,0,0,0,0,0.0,-0.0,-0.024279892961102445,0.9118101497389787,1.0,-0.024279892961102445
2022-01-28,5465.5416,5405.9071,-0.00338457923610703,-0.021889989381725067,4,,0,0,0,0,0.0,-0.0,-0.005031011135929853,0.907222822721788,1.0,-0.005031011135929853
2022-02-07,5487.3069,5484.4397,0.0006438390448992382,-0.024570875317416592,4,-0.8701696119885122,0,0,0,0,0.0,0.0,0.01452718268133002,0.9204022144001393,1.0,0.01452718268133002
2022-02-08,5479.0628,5490.4795,0.0015637011187915242,-0.023403662268568173,4,-0.47192562660864484,0,0,0,0,0.0,0.0,0.0011012610823308844,0.9214158175389493,1.0,0.0011012610823308844
2022-02-09,5489.7971,5560.6858,0.0016019609778380375,-0.02556499017443682,4,-0.418554789583084,0,0,0,0,0.0,0.0,0.012786915969725365,0.9331978841709957,1.0,0.012786915969725365
2022-02-10,5563.5507,5544.2881,0.0013854256132480756,-0.025958352316708382,4,-0.48826053957133514,0,0,0,0,0.0,-0.0,-0.002948862890257198,0.9304460115610973,1.0,-0.002948862890257198
2022-02-11,5519.0219,5471.5688,0.0009757634823456826,-0.024794485573235707,4,-0.5951281394532133,0,0,0,0,0.0,-0.0,-0.0131160752631162,0.9182422116451957,1.0,-0.0131160752631162
2022-02-14,5444.0637,5432.6382,0.0020168832578867195,-0.025942893161381403,4,-0.2044577562352887,0,0,0,0,0.0,-0.0,-0.007115070909827437,0.9117088531969434,1.0,-0.007115070909827437
2022-02-15,5437.4245,5490.8886,-2.1615943678863353e-05,-0.027397453662799234,4,-0.9143408061348238,0,0,0,0,0.0,0.0,0.010722304312479336,0.9214844729653026,1.0,0.010722304312479336
2022-02-16,5514.1017,5522.1106,0.0005289941949332333,-0.02709593937947332,4,-0.6594908698831441,0,0,0,0,0.0,0.0,0.005686147047310186,0.9267241691803964,1.0,0.005686147047310186
2022-02-17,5517.3466,5532.4855,0.00019486049215339946,-0.029064032797018143,4,-0.746716878363482,0,0,0,0,0.0,0.0,0.0018787925037213604,0.9284652916024699,1.0,0.0018787925037213604
2022-02-18,5501.87,5564.3812,0.003032024637078501,-0.031217037458690713,3,0.23401816463346284,0,0,0,0,0.0,0.0,0.005765166488009843,0.9338180485868968,1.0,0.005765166488009843
2022-02-21,5564.9216,5582.1346,0.0026872358874978908,-0.033717735253821414,4,0.06767075225619049,0,0,0,0,0.0,0.0,0.0031905434516241726,0.9367974356468242,1.0,0.0031905434516241726
2022-02-22,5549.0482,5518.6348,0.002519985489903305,-0.031098004652003366,4,-0.020114864055476567,0,0,0,0,0.0,-0.0,-0.011375540819098195,0.9261408581783972,1.0,-0.011375540819098195
2022-02-23,5526.4236,5601.3209,0.002339272562090932,-0.033719300339489805,4,-0.07273166920344633,0,0,0,0,0.0,0.0,0.014983071537910009,0.9400172929106655,1.0,0.014983071537910009
2022-02-24,5570.0058,5483.3493,0.004541549991802511,-0.03218390294280415,4,0.6888068333634628,0,0,0,0,0.0,-0.0,-0.021061389287658883,0.9202192227675428,1.0,-0.021061389287658883
2022-02-25,5524.3468,5536.7465,0.0029094902301023537,-0.029959253621480872,4,0.17933972602684262,0,0,0,0,0.0,0.0,0.00973806282959222,0.9291803753758516,1.0,0.00973806282959222
2022-02-28,5534.0108,5554.6762,0.0016531023982770468,-0.0324385291338338,4,-0.22783895876501578,0,0,0,0,0.0,0.0,0.0032383097185322285,0.9321893492157006,1.0,0.0032383097185322285
2022-03-01,5569.8676,5588.5827,0.0006306967059335478,-0.030790074800811768,4,-0.6062922442704868,0,0,0,0,0.0,0.0,0.006104136187092157,0.9378795599554701,1.0,0.006104136187092157
2022-03-02,5562.6135,5564.6021,0.002374823984286213,-0.030816463865765413,4,0.32183403801605354,0,0,0,0,0.0,-0.0,-0.004290998503073018,0.9338551201676384,1.0,-0.004290998503073018
